,title,price,link
132,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lapto...,"₹43,890",/lenovo-ideapad-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15alc6-thin-light-laptop/p/itm5f6a576a8ede1?pid=COMGHJ46G3HM5AMG&lid=LSTCOMGHJ46G3HM5AMGOMMKNA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_133&otracker=search&fm=organic&iid=f3cc0a9d-b643-4676-9d79-c3a463a555e3.COMGHJ46G3HM5AMG.SEARCH&ppt=None&ppn=None&ssid=xv7cbhjv8g0000001665210922484&qH=c06ea84a1e3dc3c6
133,APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J001KD,"₹99,890",/apple-macbook-air-m1-16-gb-256-gb-ssd-mac-os-big-sur-z124j001kd/p/itm99fb41e01ea8a?pid=COMG9UD4KTCKZ8GU&lid=LSTCOMG9UD4KTCKZ8GUNYJRSI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_134&otracker=search&fm=organic&iid=f3cc0a9d-b643-4676-9d79-c3a463a555e3.COMG9UD4KTCKZ8GU.SEARCH&ppt=None&ppn=None&ssid=xv7cbhjv8g0000001665210922484&qH=c06ea84a1e3dc3c6
134,ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5-3500U - (8 GB/512 GB SSD/Windows 11 Home) M415DA-EB71...,"₹36,890",/asus-vivobook-14-2022-ryzen-5-quad-core-amd-r5-3500u-8-gb-512-gb-ssd-windows-11-home-m415da-eb712ws-thin-light-laptop/p/itm291ea229a80a6?pid=COMGCG2GZKRCJUBZ&lid=LSTCOMGCG2GZKRCJUBZ1XPKVP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_135&otracker=search&fm=organic&iid=f3cc0a9d-b643-4676-9d79-c3a463a555e3.COMGCG2GZKRCJUBZ.SEARCH&ppt=None&ppn=None&ssid=xv7cbhjv8g0000001665210922484&qH=c06ea84a1e3dc3c6
135,APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGN73HN/A,"₹1,04,890",/apple-2020-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-mgn73hn-a/p/itm37da92e833fa3?pid=COMFXEKM8GQJW5DE&lid=LSTCOMFXEKM8GQJW5DEWZL2XD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_136&otracker=search&fm=organic&iid=f3cc0a9d-b643-4676-9d79-c3a463a555e3.COMFXEKM8GQJW5DE.SEARCH&ppt=None&ppn=None&ssid=xv7cbhjv8g0000001665210922484&qH=c06ea84a1e3dc3c6
136,HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Laptop,"₹28,399",/hp-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-15s-ey1508au-thin-light-laptop/p/itmec2f587ddbf77?pid=COMGFPH2ZWTDZHK6&lid=LSTCOMGFPH2ZWTDZHK6AEG0YB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_137&otracker=search&fm=organic&iid=en_LdlL8C%2BVzI%2BwwR6Dg%2BRAy9bDMksVGe%2BCN%2FYmUk3fkcg6zyeUfIKhJeWoaxYpx3iVoRlfUrtQxkysNV15o1HEaw%3D%3D&ppt=None&ppn=None&ssid=xv7cbhjv8g0000001665210922484&qH=c06ea84a1e3dc3c6
137,MSI Bravo 15 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeo...,"₹49,890",/msi-bravo-15-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx-5500m-144-hz-b5dd-410in-gaming-laptop/p/itm12cedc4da03bc?pid=COMGGHMQVWN6JJGC&lid=LSTCOMGGHMQVWN6JJGCTAUNJV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_138&otracker=search&fm=organic&iid=en_LdlL8C%2BVzI%2BwwR6Dg%2BRAy9bDMksVGe%2BCN%2FYmUk3fkchNm9ti0AlvovOBitPpZP0nXMuYJnKnl%2F%2FFpdbROPqHow%3D%3D&ppt=None&ppn=None&ssid=xv7cbhjv8g0000001665210922484&qH=c06ea84a1e3dc3c6
138,ASUS Vivobook 14 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EK521WS Thin and ...,"₹56,890",/asus-vivobook-14-2022-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-x1402za-ek521ws-thin-light-laptop/p/itmdd90a3f25c292?pid=COMGGVRGA4U2ZEYZ&lid=LSTCOMGGVRGA4U2ZEYZAJC5RH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_139&otracker=search&fm=organic&iid=f3cc0a9d-b643-4676-9d79-c3a463a555e3.COMGGVRGA4U2ZEYZ.SEARCH&ppt=None&ppn=None&ssid=xv7cbhjv8g0000001665210922484&qH=c06ea84a1e3dc3c6
139,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Notebook,"₹40,529",/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-3515-notebook/p/itmd6bf37ed6662a?pid=COMGD436FBZYMZRS&lid=LSTCOMGD436FBZYMZRSSJHVWU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_140&otracker=search&fm=organic&iid=f3cc0a9d-b643-4676-9d79-c3a463a555e3.COMGD436FBZYMZRS.SEARCH&ppt=None&ppn=None&ssid=xv7cbhjv8g0000001665210922484&qH=c06ea84a1e3dc3c6
140,Lenovo IdeaPad 1 Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) 11IGL05 Thin and Light Laptop,"₹21,890",/lenovo-ideapad-1-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-11igl05-thin-light-laptop/p/itm56e1f06112b0d?pid=COMGCFNZASDRTZAU&lid=LSTCOMGCFNZASDRTZAURTHFHX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_141&otracker=search&fm=organic&iid=en_LdlL8C%2BVzI%2BwwR6Dg%2BRAy9bDMksVGe%2BCN%2FYmUk3fkcjPQ8mYMyzMngSSRIrsIFyym%2Bw2l8T228adkmGa2Lnv1A%3D%3D&ppt=None&ppn=None&ssid=xv7cbhjv8g0000001665210922484&qH=c06ea84a1e3dc3c6
141,MSI Alpha 15 AMD Advantage Edition Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/8 GB Gra...,"₹84,890",/msi-alpha-15-amd-advantage-ryzen-7-octa-core-5800h-8-gb-512-gb-ssd-windows-11-home-8-graphics-amd-radeon-rx-6600m-144-hz-b5eek-235in-gaming-laptop/p/itm32321e9be1e31?pid=COMGGZ234HN7DARE&lid=LSTCOMGGZ234HN7DAREXRH2PL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_142&otracker=search&fm=organic&iid=en_LdlL8C%2BVzI%2BwwR6Dg%2BRAy9bDMksVGe%2BCN%2FYmUk3fkcgyX0kDNKCxYUpRKMPusyJ%2B5n5daV5V%2Fkz1gvcmV2ZGxg%3D%3D&ppt=None&ppn=None&ssid=xv7cbhjv8g0000001665210922484&qH=c06ea84a1e3dc3c6
142,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphi...,"₹95,890",/asus-rog-strix-g15-2022-ryzen-7-octa-core-amd-r7-6800h-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-144-hz-g513rc-hn083w-gaming-laptop/p/itmaf9dde96ae73d?pid=COMGCYCEH9RMGGZ5&lid=LSTCOMGCYCEH9RMGGZ5FIZ8ZJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_143&otracker=search&fm=organic&iid=f3cc0a9d-b643-4676-9d79-c3a463a555e3.COMGCYCEH9RMGGZ5.SEARCH&ppt=None&ppn=None&ssid=xv7cbhjv8g0000001665210922484&qH=c06ea84a1e3dc3c6
143,acer Aspire 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) A315-58 Notebook,"₹37,890",/acer-aspire-3-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-a315-58-notebook/p/itmafb83b51ed7df?pid=COMGF33NVVBW5YMB&lid=LSTCOMGF33NVVBW5YMBIGHBS7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_144&otracker=search&fm=organic&iid=f3cc0a9d-b643-4676-9d79-c3a463a555e3.COMGF33NVVBW5YMB.SEARCH&ppt=None&ppn=None&ssid=xv7cbhjv8g0000001665210922484&qH=c06ea84a1e3dc3c6
144,MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-639IN Notebook,"₹42,890",/msi-modern-14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-b10mw-639in-notebook/p/itm9771296f748c4?pid=COMG483F5X8GDQSP&lid=LSTCOMG483F5X8GDQSPM5QHSD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_145&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMG483F5X8GDQSP.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
145,MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 MAX Q/14...,"₹51,890",/msi-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-max-q-144-hz-gf63-thin-11sc-853in-gaming-laptop/p/itm0d8eb0874d9fe?pid=COMGEY8WNGQNKE5G&lid=LSTCOMGEY8WNGQNKE5GODBFR4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_146&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMGEY8WNGQNKE5G.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
146,ASUS Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ522WS Thin and Light La...,"₹47,948",/asus-vivobook-15-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-x515ea-ej522ws-thin-light-laptop/p/itm85cfbc3a2e8a7?pid=COMGDRNRY8YB3KEG&lid=LSTCOMGDRNRY8YB3KEGKLPJN1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_147&otracker=search&fm=organic&iid=en_vtwQ16lVvNEQwZjxQcl4k4DvbszE%2Bb7jWhfWIKA0%2FcPdcmdnTCSDB8q95RXks4CDSmJU09tuszBYJjTtnaFzxg%3D%3D&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
147,ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 G...,"₹89,878",/asus-tuf-gaming-a15-90whr-battery-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-fa506qm-hn008w-laptop/p/itmcc4c1c0d500ac?pid=COMGGYY3RQKKKVKS&lid=LSTCOMGGYY3RQKKKVKSDEEJ3S&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_148&otracker=search&fm=organic&iid=en_vtwQ16lVvNEQwZjxQcl4k4DvbszE%2Bb7jWhfWIKA0%2FcM00ktAto9vz6wFQchKIcoh880lfiuwTg3F3gMgDtr77Q%3D%3D&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
148,HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 15s-du3519TX Thin and Light Lapt...,"₹59,350",/hp-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-2-graphics-15s-du3519tx-thin-light-laptop/p/itm54837d51f3503?pid=COMGDN5WZZKSNWN5&lid=LSTCOMGDN5WZZKSNWN5A6NDSN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_149&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMGDN5WZZKSNWN5.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
149,HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dv2053TU Thin and Light Laptop,"₹62,899",/hp-pavilion-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-14-dv2053tu-thin-light-laptop/p/itmc1b233b426414?pid=COMGEG3ZBTGC2VYW&lid=LSTCOMGEG3ZBTGC2VYW0YPM7K&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_150&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMGEG3ZBTGC2VYW.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
150,ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L312WS Thin ...,"₹62,890",/asus-vivobook-k15-oled-2022-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-k513ea-l312ws-thin-light-laptop/p/itm43432ba02fc87?pid=COMG87FFHXJHKNE8&lid=LSTCOMG87FFHXJHKNE8CJQCDQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_151&otracker=search&fm=organic&iid=en_vtwQ16lVvNEQwZjxQcl4k4DvbszE%2Bb7jWhfWIKA0%2FcNr7f%2FwR0F%2BjlnlZM%2BHwIaRXxqIgF0BsYJhms2HdPHjSw%3D%3D&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
151,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"₹37,390",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-thin-light-laptop/p/itm0e009f57a591b?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXITXX3A&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_152&otracker=search&fm=organic&iid=en_vtwQ16lVvNEQwZjxQcl4k4DvbszE%2Bb7jWhfWIKA0%2FcNvTDJsWjvS7gyqjz04yzsGU12G7oC0BYyZPflC5hM8kw%3D%3D&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
152,ASUS VivoBook K15 OLED Ryzen 5 Hexa Core AMD R5-5500U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L51...,"₹52,890",/asus-vivobook-k15-oled-ryzen-5-hexa-core-amd-r5-5500u-16-gb-512-gb-ssd-windows-11-home-km513ua-l513ws-thin-light-laptop/p/itm17fc91defb5f1?pid=COMGB6DZ2CWGEPPU&lid=LSTCOMGB6DZ2CWGEPPUWBHR1I&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_153&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMGB6DZ2CWGEPPU.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
153,APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J005KD,"₹1,12,800",/apple-macbook-air-m1-16-gb-256-gb-ssd-mac-os-big-sur-z124j005kd/p/itm5feb8febbc5d9?pid=COMG9UD4UN2ZZGDM&lid=LSTCOMG9UD4UN2ZZGDMXEQ7OR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_154&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMG9UD4UN2ZZGDM.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
154,Infinix X1 Slim Series Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,"₹32,890",/infinix-x1-slim-series-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-xl21-thin-light-laptop/p/itm8a00f84208217?pid=COMGEHP5FY6FZEWE&lid=LSTCOMGEHP5FY6FZEWEJJISPY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_155&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMGEHP5FY6FZEWE.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
155,HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1089au Thin and Light Laptop,"₹37,890",/hp-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-14s-fq1089au-thin-light-laptop/p/itm30e084d034979?pid=COMGAY9Y7WXZYFDA&lid=LSTCOMGAY9Y7WXZYFDAYEJGOH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_156&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMGAY9Y7WXZYFDA.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
156,MSI Alpha 15 AMD Advantage Edition Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/8 GB Gra...,"₹84,890",/msi-alpha-15-amd-advantage-ryzen-7-octa-core-5800h-8-gb-512-gb-ssd-windows-11-home-8-graphics-amd-radeon-rx-6600m-144-hz-b5eek-235in-gaming-laptop/p/itm32321e9be1e31?pid=COMGGZ234HN7DARE&lid=LSTCOMGGZ234HN7DAREXRH2PL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_157&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMGGZ234HN7DARE.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
157,ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop,"₹32,890",/asus-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-x515ea-ej312ws-thin-light-laptop/p/itm516a699ede578?pid=COMG9WH98ZNYXWYH&lid=LSTCOMG9WH98ZNYXWYHARCWA8&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_158&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMG9WH98ZNYXWYH.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
158,MSI GP66 Leopard Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,"₹1,24,890",/msi-gp66-leopard-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-3070-165-hz-11ug-693in-gaming-laptop/p/itmfcd34d91873d9?pid=COMGEY8WF6HDUVSF&lid=LSTCOMGEY8WF6HDUVSFIE9BYK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_159&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMGEY8WF6HDUVSF.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
159,HP Pavilion Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1008AU Thin and Light La...,"₹70,890",/hp-pavilion-ryzen-7-octa-core-5825u-16-gb-512-gb-ssd-windows-11-home-14-ec1008au-thin-light-laptop/p/itm257b1eb31aa51?pid=COMGDSFCEZCKUGGY&lid=LSTCOMGDSFCEZCKUGGYYC7D5J&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_160&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMGDSFCEZCKUGGY.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
160,HP Victus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/14...,"₹67,890",/hp-victus-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-16-d0354tx-gaming-laptop/p/itm272629b3faa52?pid=COMGEVBGVFVBFJHE&lid=LSTCOMGEVBGVFVBFJHE2H2HV0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_161&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMGEVBGVFVBFJHE.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
161,acer Extensa 15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) EX215-54/ EX215-54-39DE Thin and ...,"₹27,890",/acer-extensa-15-core-i3-11th-gen-4-gb-256-gb-ssd-windows-11-home-ex215-54-ex215-54-39de-thin-light-laptop/p/itmd0376eede6267?pid=COMGBNUHXGMSQDZR&lid=LSTCOMGBNUHXGMSQDZRLKNBYR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_162&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMGBNUHXGMSQDZR.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
162,DELL Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510 Thin and Light Laptop,"₹42,193",/dell-core-i3-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-vostro-3510-thin-light-laptop/p/itm9ba5f470413d2?pid=COMGBP5FXHE2MXAZ&lid=LSTCOMGBP5FXHE2MXAZ3QISAH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_163&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMGBP5FXHE2MXAZ.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
163,ASUS Vivobook 15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ552WSX512JA Notebook,"₹44,890",/asus-vivobook-15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-x515ja-ej552wsx512ja-notebook/p/itmad6efad53fb69?pid=COMGHEMH3FHNNMFA&lid=LSTCOMGHEMH3FHNNMFAHBZXWN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_164&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMGHEMH3FHNNMFA.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
164,Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop,"₹33,390",/lenovo-ideapad-3-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-15iml05-thin-light-laptop/p/itmd1871bfcde765?pid=COMG6AKVAHWTHAQG&lid=LSTCOMG6AKVAHWTHAQGXUICJF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_165&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMG6AKVAHWTHAQG.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
165,ASUS Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X415JA-EK522WS Laptop,"₹42,890",/asus-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-x415ja-ek522ws-laptop/p/itmf6fe1ab84454a?pid=COMGGGH7FRZAGUNZ&lid=LSTCOMGGGH7FRZAGUNZOWWF4I&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_166&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMGGGH7FRZAGUNZ.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
166,Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"₹63,890",/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmaef9651a2d565?pid=COMGBNFUWPH6F56F&lid=LSTCOMGBNFUWPH6F56FCWFV9T&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_167&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMGBNFUWPH6F56F.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
167,APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGND3HN/A,"₹89,890",/apple-2020-macbook-air-m1-8-gb-256-gb-ssd-mac-os-big-sur-mgnd3hn-a/p/itma8a9681af6907?pid=COMFXEKM3S5BFS2G&lid=LSTCOMFXEKM3S5BFS2G8WU56Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_168&otracker=search&fm=organic&iid=bc9871ff-f612-40f3-869f-da702fb4675a.COMFXEKM3S5BFS2G.SEARCH&ppt=None&ppn=None&ssid=p7i3eu2du80000001665210923443&qH=c06ea84a1e3dc3c6
168,APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGND3HN/A,"₹89,890",/apple-2020-macbook-air-m1-8-gb-256-gb-ssd-mac-os-big-sur-mgnd3hn-a/p/itma8a9681af6907?pid=COMFXEKM3S5BFS2G&lid=LSTCOMFXEKM3S5BFS2G8WU56Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_169&otracker=search&fm=organic&iid=e37d10f6-18a4-4ac5-b678-3f646c4b0bbd.COMFXEKM3S5BFS2G.SEARCH&ppt=None&ppn=None&ssid=l1p31usvnk0000001665210924446&qH=c06ea84a1e3dc3c6
169,acer Aspire 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-56 Thin and Light Laptop,"₹50,890",/acer-aspire-5-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-a515-56-thin-light-laptop/p/itm12dd44dc68337?pid=COMGCRQZPZ28VKGZ&lid=LSTCOMGCRQZPZ28VKGZLPMFCK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_170&otracker=search&fm=organic&iid=e37d10f6-18a4-4ac5-b678-3f646c4b0bbd.COMGCRQZPZ28VKGZ.SEARCH&ppt=None&ppn=None&ssid=l1p31usvnk0000001665210924446&qH=c06ea84a1e3dc3c6
